"Question","Intent","Entity"
"여성 스트라이프 티셔트 보여줘","recommend:0.9917083169188111","user_answer:응,basic_attribute:스트라이프,tshirt_style:스트라이프티,blouse_style:스트라이프"
"여성 스트라이프 티셔츠 보여줘","recommend:0.9861244440160258","user_answer:응,basic_attribute:스트라이프,tshirt_style:스트라이프티,blouse_style:스트라이프,product:티셔츠"
"우선 보여줘","recommend:0.9663447942892797","user_answer:응"
"처음","start:1",""
"안녕","greeting:1",""
"봄옷 추천","recommend:0.9887465840006464",""
"추천","recommend:0.9887465840006464",""
"지금 세일중인거 알려줘","recommend:0.26118569035949074",""
"안녕","greeting:1",""
"남자 가죽자켓 추천해줘","recommend:0.851005056897475","product:가죽코트"
"안녕","greeting:1",""
"할인중인거 알려줘","generic_price_recommend:0.5453095436741664",""
"검정","recommend:0.3231250795339445","generic_color:검정"
"원피스 추천","recommend:1","product:원피스"
"봄","recommend:0.7534685987492211","season:봄"
"보여줘","signal_show:1","user_answer:응"
"없음","recommend:0.6290673540702137",""
"블랙 미들힝 추천해줘","recommend:0.9818105195616922","generic_color:검정"
"봄 옷 좀 추천해줘","recommend:0.9983294761574202","season:봄"
"추천해줘","recommend:0.9727147777612615",""
"안녕","greeting:1",""
"더 보여줘","recommend:0.9074412812472705","user_answer:응"
"안녕","greeting:1",""
"처음","start:1",""
"처음","start:1",""
"블랙 티셔츠 추천해줘","recommend:0.831648214279912","generic_color:검정,product:티셔츠"
"자켓추천","recommend:0.9703236674391083",""
"영캐주얼 상품은 어떤게 있어?","generic_trend_recommend:0.3922248195170255",""
"여자 영캐주얼 상품 추천해줘","recommend:0.970504550305764",""
"원피스","recommend:1","product:원피스"
"응","recommend:0.7113266323772501","user_answer:응"
"sjsj 원피스 추천해줘","recommend:0.7679061828224669","product:원피스"
"노랑색 원피스","recommend:0.712227164764031","generic_color:노란색,product:원피스"
"봄","recommend:0.7534685987492211","season:봄"
"CK, 노랑색, 봄","recommend:0.8480289075660313","generic_color:노란색,season:봄"
"무릎정도","recommend:0.8755803746066871","skirt_length:미디엄"
"아니","recommend:0.2863776733909446","user_answer:아니"
"처음","start:1",""
"원피스 추천해주세요","recommend:0.8180511821243125","product:원피스"
"처음","start:1",""
"원피스 사고 싶어요.","recommend:0.9516192012965059","product:원피스"
"검정 블라우스 추천","recommend:0.9585263579491248","generic_color:검정,product:블라우스"
"플라스틱아일랜드","recommend:0.8429035227202005","brand:플라스틱아일랜드"
"봄","recommend:0.7534685987492211","season:봄"
"레이스","recommend:0.7307659589224","onepiece_style:레이스,blouse_style:레이스"
"지금 사은행사 좀 알려줘","recommend:0.8588728102071319",""
"사은행사","recommend:0.7113266323772501",""
"겨울코트 세일해?","store_query:0.6675983143284635","season:겨울,product:코트"
"코트 세일","generic_price_recommend:0.41678833525912484","product:코트"
"아니","recommend:0.2863776733909446","user_answer:아니"
"공기 청정기가 필요해","recommend:0.9151561015729393",""
"공기 청정기가 필요해","recommend:0.9151561015729393",""
"안녕","greeting:1",""
"처음","start:1",""
"블라우스를 사고싶어요","recommend:0.9881080528114041","product:블라우스"
"네","recommend:0.6193552116363222","user_answer:응"
"맘에 들어요","generic_location_recommend:0.18589801266575567",""
"꽃무늬여","recommend:0.9127661692676763","basic_attribute:꽃무늬"
"타임 옴므 자켓이 필요햐","recommend:0.717160550385418","product:재킷"
"꽃무늬요","recommend:0.9553202849965112","basic_attribute:꽃무늬"
"응 보여줘","recommend:0.9663447942892797","user_answer:응,user_answer:응"
"아니","recommend:0.2863776733909446","user_answer:아니"
"멋진거","recommend:0.7113266323772501",""
"처음","start:1",""
"바지추천이요","recommend:0.9783705127825592","product:팬츠"
"안녕","greeting:1",""
"맛있는거 추천해주세요","recommend:0.8823212747251783",""
"원피스 무슨색이 예뻐요?","store_query:0.4790591777879493","product:원피스"
"추천해주세요","recommend:1",""
"원피스","recommend:1","product:원피스"
"핑크요","recommend:0.7113266323772501","generic_color:분홍색"
"FW","recommend:0.7113266323772501",""
"아니요","recommend:0.5460430088203427","user_answer:아니"
"원피스 사고 싶어요","recommend:0.9968992721121284","product:원피스"
"꽃무늬요","recommend:0.9553202849965112","basic_attribute:꽃무늬"
"꽃무늬","recommend:1","basic_attribute:꽃무늬"
"원피스 사고 싶어요.","recommend:0.9516192012965059","product:원피스"
"네","recommend:0.6193552116363222","user_answer:응"
"처음","start:1",""
"우선 보여주세요.","recommend:0.9447478629485836","user_answer:응"
"상품1 보여주세요.","recommend:0.5829518380092075","user_answer:응"
"처음","start:1",""
"원피스 사고싶어요.","recommend:0.9093404299059792","product:원피스"
"핑크색 원피스 보여주세요.","recommend:0.9299329477232257","generic_color:분홍색,user_answer:응,product:원피스"
"신발 사고싶어요.","recommend:0.8666832536547121",""
"세라 구두 보여주세요.","recommend:0.9868270046030835","user_answer:응"
"스틸레토 구두 보여주세요.","recommend:0.9868270046030835","user_answer:응"
"검은색상 구두 보여주세요.","recommend:0.974741786737794","user_answer:응,generic_color:검정"
"검정색 스틸레토 보여주세요.","recommend:0.9447478629485836","user_answer:응,generic_color:검정"
"안녕","greeting:1",""
"사은행사알려주세요","recommend:0.7986447033602764",""
"블라우스사고싶어요","recommend:0.9840404875365997",""
"안녕","greeting:1",""
"립스틱 사고싶어요","recommend:0.9704433141181406",""
"청바지 사고싶어요","recommend:0.9858309911448708",""
"스커트 사고싶어요","recommend:0.9832566113691604","product:스커트"
"네","recommend:0.6193552116363222","user_answer:응"
"아니오","recommend:0.2863776733909446","user_answer:아니"
"에이라인 스커트","recommend:0.882403496562393","basic_attribute:A라인,brand:라인,product:스커트"
"블랙","recommend:0.7186076132989314","generic_color:검정"
"봄","recommend:0.7534685987492211","season:봄"
"무릎위","recommend:0.7113266323772501","skirt_length:미디엄"
"네","recommend:0.6193552116363222","user_answer:응"
"안녕","greeting:1",""
"처음","start:1",""
"안녕","greeting:1",""
"처음","start:1",""
"안녕","greeting:1",""
"립스틱을 사고 싶어요","recommend:0.9996617732788512",""
"블라우스를 사고 싶어요","recommend:0.9995406674775561","product:블라우스"
"케네스레이디 상품 보여주세요","recommend:0.8825954216247714","user_answer:응,brand:케네스레이디"
"네","recommend:0.6193552116363222","user_answer:응"
"안녕","greeting:1",""
"롯데백화점 본점에 더샘매장이 있을까요?","store_query:0.5622508998842367",""
"원피스 사고 싶어요","recommend:0.9968992721121284","product:원피스"
"네","recommend:0.6193552116363222","user_answer:응"
"처음","start:1",""
"롯데 본점에화장품 매장이 어떤게 입점되어있나요?","store_query:0.9616448182209996",""
"화장품을 사고싶어요","recommend:0.9938706100880459",""
"선크림을 사고싶어요","recommend:0.9913089536594563",""
"코트를 사고싶어요","recommend:0.9610821201265461","product:코트"
"네","recommend:0.6193552116363222","user_answer:응"
"긴거","recommend:0.7119259001585367","length:롱"
"처음","start:1",""
"가디건 추천","recommend:0.9941858330720504","product:가디건"
"뭐함?","recommend:0.6938775068991178",""
"처음","start:1",""
"1","recommend:0.3848515527149558",""
"아니 1번 산다구","user_answer_no:0.32369707991007174","user_answer:아니"
"1번 사이즈 뭐 있어요?","recommend:0.6464457506438845",""
"66 사이즈 있는지 알려줘","recommend:0.6959928119515666",""
"안녕","greeting:1",""
"공기청정기 추천해주세요","recommend:0.9735248027412683",""
"구두사고싶어요","recommend:0.9917228339876509",""
"자켓 사고싶어요","recommend:0.9279425363865086","product:재킷"
"네이비 색상 보여주세요","recommend:0.383502534644913","user_answer:응"
"더 보여주세요","recommend:0.8439966990996522","user_answer:응"
"처음","start:1",""
"모자 구매하고싶어요","recommend:0.9679664249690348",""
"스커트 구매하고싶어요","recommend:0.9716214897359614","product:스커트"
"안녕","greeting:1",""
"안녕","greeting:1",""
"이쁜 블라우스 사고 싶어요","recommend:0.9991511468595772","product:블라우스"
"네","recommend:0.6193552116363222","user_answer:응"
"안녕","greeting:1",""
"아니요","recommend:0.5460430088203427","user_answer:아니"
"네","recommend:0.6193552116363222","user_answer:응"
"유행하는 핑크색 스카프 뭔가요?","generic_trend_recommend:0.9752406234124928","generic_color:분홍색"
"보여주세요","signal_show:1","user_answer:응"
"상품1이 마음에들어요","generic_match_recommend:0.32359708972836565",""
"기장이 길었으면 좋겠어요","recommend:0.9846723378721393",""
"미디엄스커트 추천해주세요","recommend:0.9839286404362303",""
"네 마음에들어요","generic_location_recommend:0.4019111758051075","user_answer:응"
"영캐릭터 브랜드로 추천해주세요","recommend:0.943624264548249","tshirt_style:캐릭터티"
"트렌치코트 제일 잘나가는상품이뭔가요","recommend:0.8903747840217637",""
"핑크나 블루","greeting:0.47374074138841976","generic_color:분홍색,generic_color:파란색"
"검정색 기본치마 보고싶어요","recommend:0.5067312847869728","generic_color:검정,product:스커트"
"실크소재","recommend:0.898508089889947","onepiece_style:실크,blouse_style:실크"
"여름용","recommend:0.9368930467696529","season:여름"
"안녕","greeting:1",""
"러블리 러블리한","recommend:0.7113266323772501",""
"검정색 온앤온 치마있나요?","recommend:0.6465642457921603","brand:온앤온,generic_color:검정,product:스커트"
"봄이요","recommend:0.7534685987492211","season:봄"
"신발 사고싶어요","recommend:0.8898857282074525",""
"원피스요","recommend:0.720373619400141","product:원피스"
"귀여운 스타일","generic_style_recommend:0.8898589072234121","generic_attribute:귀여운"
"하늘색","recommend:0.7078789634271091","generic_color:하늘색"
"여름","recommend:1","season:여름"
"시스템 브랜드꺼 추천해주세요","recommend:0.49303773774417503",""
"네","recommend:0.6193552116363222","user_answer:응"
"온앤온 블랙 봄 짧은 기본스타일 치마있나요","recommend:0.9853363779912154","brand:온앤온,generic_attribute:기본스타일,generic_color:검정,season:봄,length:미니,product:스커트"
"샘플사진","recommend:0.8715329974492905",""
"안녕","greeting:1",""
"시스템","recommend:0.7113266323772501",""
"여성스러운스타일이요","recommend:0.7996631310579682",""
"길이가 긴 하늘색 원피스","recommend:0.8322437254240445","length:롱,generic_color:하늘색,product:원피스"
"치마요","recommend:0.8301655701424665","product:스커트"
"네","recommend:0.6193552116363222","user_answer:응"
"처음","start:1",""
"처음","start:1",""
"럭키슈에뜨","recommend:0.7113266323772501",""
"보여주세요","signal_show:1","user_answer:응"
"상품2 보여주세요","recommend:0.8102508690346939","user_answer:응"
"네 고맙습니다","recommend:0.6193552116363222","user_answer:응"
"처음","start:1",""
"요즈음 핫한거 뭐있어","recommend:0.9360358259727908",""
"딸을 위한 선물을 하고 싶은데","recommend:0.9027981287594177",""
"후드집엎 있어요?","recommend:0.9927823417064285",""
"중학생이 좋아하는 티셔츠 있어?","generic_location_recommend:0.5375656895767094","product:티셔츠"
"무슨 브랜드가 있는데?","query_product:0.3247474792952567",""
"베네통 핑크색 티셔츠 사고 싶어","recommend:0.9941818611768151","brand:베네통,generic_color:분홍색,user_answer:응,product:티셔츠"
"아뇨","recommend:0.7113266323772501","user_answer:아니"
"아뇨","recommend:0.7113266323772501","user_answer:아니"
"아니","recommend:0.2863776733909446","user_answer:아니"
"아니라니까","user_answer_no:0.27688788401471454",""
"처음","start:1",""
"안녕?","greeting:1",""
"처음","start:1",""
"딸에게 선물할 옷을 찾고 있어요","recommend:0.9999311161763849",""
"안녕","greeting:1",""
"처음","start:1",""
"배고파용","recommend:0.7113266323772501",""
"영캐주얼이 뭐에요?","recommend:0.8965629714883018",""
"치마?","recommend:0.5973066734619615","product:스커트"
"응 봐볼께","recommend:0.7113266323772501","user_answer:응"
"별로야","recommend:0.808505720106089",""
"응","recommend:0.7113266323772501","user_answer:응"
"안녕하세요","greeting:1",""
"립스틱 추천해주세요.30대","recommend:0.9365258177502612",""
"트랜드 제안해주세요","recommend:0.9963541085680045",""
"유행하는 원피스 추천해주세요","generic_trend_recommend:0.987379089972978","product:원피스"
"보여주세요","signal_show:1","user_answer:응"
"상품2","recommend:0.4417378222910674",""
"영캐주얼 인기브랜드는 어디입니까?","query_product:0.9716875794525117",""
"부츠컷","recommend:0.7568968495710109",""
"바지","recommend:1","product:팬츠"
"상품1","recommend:0.33092499775621464",""
"청바지","recommend:0.8258323459067931",""
"원피스사고싶어요","recommend:0.9244828160806395",""
"여름 원피스가 필요해요","recommend:0.6985057297689049","season:여름,product:원피스"
"블랙색상 심플한걸루요","recommend:0.6640182093152718","generic_color:검정"
"무릎이요","recommend:0.8805304305942776","skirt_length:미디엄"
"네","recommend:0.6070613572700854","user_answer:응"
"처음","start:1",""
"배가고파요","recommend:0.8803789075357514",""
"반팔티셔츠 필욧내요","recommend:0.918999503091523","product:티셔츠"
"우선보여주세요","recommend:0.9316156698443472","user_answer:응"
"아니요","recommend:0.5299189649797481","user_answer:아니"
"빨간색","recommend:1","generic_color:빨강"
"여름","recommend:1","season:여름"
"블랙","recommend:0.707824551948749","generic_color:검정"
"미니","recommend:1","length:미니,skirt_length:숏"
"그만할래요","recommend:0.7715821147688915",""
"아무거나보여주세요","generic_trend_recommend:0.510592841206691",""
"네","recommend:0.6070613572700854","user_answer:응"
"안녕","greeting:1",""
"파티에 입고 갈 옷을 추천해주세요","recommend:0.9760447006563626",""
"영캐주얼 어떤브랜드요?","query_product:0.4963396642286812",""
"그러니까 영캐주얼 어떤거요?","recommend:0.9061738968721622",""
"원피스가 궁굼합니가","generic_celebrity_recommend:0.30171956000800804","product:원피스"
"블랙입니다","recommend:0.5250784805324147","generic_color:검정"
"여름이요","recommend:0.6550899108754037","season:여름"
"미니 스타일입니다","generic_style_recommend:0.44927439607623953","length:미니,skirt_length:숏"
"다 좋습니다","recommend:0.8046981899894164",""
"다양하게 보여주세요","recommend:0.6909393171597603","user_answer:응"
"티셔츠를 사고 싶어요","recommend:0.997814963117844","product:티셔츠"
"네","recommend:0.6070613572700854","user_answer:응"
"아니요","recommend:0.5299189649797481","user_answer:아니"
"연두색 티셔츠요","recommend:0.6022452044310918","product:티셔츠"
"그린 티셔츠","recommend:0.4405713700799887","generic_color:녹색,product:티셔츠"
"안들어요","recommend:0.9740657040668667",""
"짧은 스커트요","recommend:0.9210514831400168","length:미니,product:스커트"
"스커트","recommend:1","product:스커트"
"치마요","recommend:0.828430107827926","product:스커트"
"캐쥬얼 티셔츠 추천요","recommend:0.9965903965153868","product:티셔츠"
"안녕","greeting:1",""
"휴양지 패션 뭐가 좋을까?","generic_location_recommend:0.9983926498947278",""
"원피스 추천 해주세요","recommend:0.8236328242602429","product:원피스"
"네","recommend:0.6070613572700854","user_answer:응"
"ㅡ.ㅡ;;;;","recommend:0.8177077687714706",""
"단발머리 악세사리 추천해주세요","recommend:0.9097412510471786",""
"머리 악세서리","recommend:0.2935086600775665",""
"헤어 악세서리 추천","recommend:0.9817792841109133",""
"30대 편한 신발 추천","recommend:0.43280277955760704",""
"데쌍트 트레이닝복","recommend:0.5308798315361701",""
"데쌍트","recommend:0.5308798315361701",""
"데쌍뜨","recommend:0.5308798315361701",""
"나이키","recommend:0.7849788185710787",""
"안녕","greeting:1",""
"파란색 바지 추천해줘","recommend:0.9468015956721786","generic_color:파란색,product:팬츠"
"매그제이 중에 스키니 바지 찾아","recommend:0.990827997957277","brand:매그제이,leather_pants_style:스키니,pants_style:스키니,product:팬츠"
"봄이죠","recommend:0.8687231652301164","season:봄"
"봄","recommend:0.7452738006830832","season:봄"
"긴거","recommend:0.7070285447556023","length:롱"
"넵","recommend:0.7067279765508437",""
"추천","recommend:0.9885680952896106",""
"티셔츠","recommend:0.4405713700799887","product:티셔츠"
"씨씨","recommend:0.7080507590476371",""
"콜렉트","recommend:0.7067279765508437",""
"숲","recommend:0.6948466145697267","brand:숲"
"붉은색","recommend:0.7072506309533153",""
"레드","recommend:0.7067279765508437","generic_color:빨강"
"개새야","recommend:0.807695498335729",""
"스커트","recommend:1","product:스커트"
"안녕","greeting:1",""
"처음","start:1",""
"영캐주얼","recommend:0.7023237456670516",""
"상품","recommend:0.9387755653153823",""
"먼저 보여줭","signal_show:0.40350195172179176",""
"네에 1번","generic_location_recommend:0.26305863826224085","user_answer:응"
"코트","recommend:0.28728679569071436","product:코트"
"맥주추천해줘","recommend:0.972842227516724",""
"보여주세여","recommend:0.6125078531410264",""
"맥주추천해주라궁","recommend:0.9567690577648303",""
"보여주세용","recommend:0.6125078531410264",""
"안녕","greeting:1",""
"쉬고싶다","recommend:0.6677460797637252",""
"모자좀추천해줘봐","recommend:0.9279683920436758",""
"듀엘","recommend:0.7067279765508437",""
"Ggpx","recommend:0.9904145589933651","brand:지지피엑스"
"원피스","recommend:1","product:원피스"
"보여줭","signal_show:0.40350195172179176",""
"모자 좀 추천해줘","recommend:0.9903781494462952",""
"모자","recommend:0.7818256187226397",""
"아니요","recommend:0.5299189649797481","user_answer:아니"
"얼마에요?","query_product:0.6504853923743226",""
"http://dn-m.talk.kakao.com/talkm/oWzGhg9eLF/pKnNlFeMfJkkWnFAFq98F0/i_5jzed5ib89qi.jpeg","recommend:0.7067279765508437",""
"http://dn-m.talk.kakao.com/talkm/oWzGfczbeh/ZzEl1E8K71TqHImVMPWXDk/i_heuekd00b5zb1.jpeg","recommend:0.7067279765508437",""
"저렴한 원피스","generic_price_recommend:0.8997583531027793","product:원피스"
"플리 소재 원피스","recommend:0.8996700924556773","product:원피스"
"플라워패턴 원피스","recommend:0.5584753238054811","basic_attribute:꽃무늬,product:원피스"
"하와이안 스타일","generic_style_recommend:0.8116155518844003",""
"꽃무늬 원피스","recommend:0.8778667716076116","basic_attribute:꽃무늬,product:원피스"
,"",""
"안녕","greeting:1",""
"추천","recommend:0.9885680952896106",""
"추천","recommend:0.9885680952896106",""
"영캐주얼","recommend:0.7023237456670516",""
"원피스","recommend:1","product:원피스"
"봄에 어울리는","generic_match_recommend:0.5433127100777412","season:봄"
"블루","recommend:0.7092631351890133","generic_color:파란색"
"없어","recommend:0.981079481890092","user_answer:아니"
"아니","recommend:0.2739927142076795","user_answer:아니"
"블루","recommend:0.7092631351890133","generic_color:파란색"
"짧은거","recommend:0.9366226533265298","skirt_length:숏,length:미니"
"보여줘","signal_show:1","user_answer:응"
"알려줘 니가","recommend:0.6335423156712972",""
"없어","recommend:0.981079481890092","user_answer:아니"
"없어","recommend:0.981079481890092","user_answer:아니"
"안녕","greeting:1",""
"트위드자켓 사고 싶어요!","recommend:0.9520440688397347",""
"자켓 추천해 주세여.","recommend:0.9953267360867271","product:재킷"
"안녕","greeting:1",""
"안녕","greeting:1",""
"오늘의 할인행사는 어떤게 있나요?","generic_price_recommend:0.996913849784778",""
"안녕","greeting:1",""
"요즘 유행하는 자켓 소개해줘","generic_trend_recommend:0.9997330241108096","product:재킷"
"머라고?","recommend:0.6686631314545323",""
"안녕","greeting:1",""
"안녕","greeting:1",""
"우선보여줘","recommend:0.7599580521471712","user_answer:응"
"우선 보여주세요!","recommend:0.9396978978834436","user_answer:응"
"줄무니 셔츠","recommend:0.6926213083200335","product:블라우스"
"안녕","greeting:1",""
"아니","recommend:0.2739927142076795","user_answer:아니"
"스트라이프","recommend:0.6602353986886969","basic_attribute:스트라이프,tshirt_style:스트라이프티,blouse_style:스트라이프"
"블루종","recommend:0.7067279765508437","generic_color:파란색"
"배고파","recommend:0.7067279765508437",""
"바지 좀 추천해줘","recommend:0.976025605469671","product:팬츠"
"안녕","greeting:1",""
"빨간줄무늬","recommend:0.5663171269130132","generic_color:빨강,basic_attribute:스트라이프"
"봄가을","recommend:0.5878656958259348",""
"일단 추천","recommend:0.9885680952896106",""
"간절기 옷","recommend:0.9794605711921247","generic_timing_weather:간절기,season:봄"
"우선 보여줘","recommend:0.9658874571056141","user_answer:응"
"안녕","greeting:1",""
"아니","recommend:0.2739927142076795","user_answer:아니"
"본점 오픈시간은 언제야???","recommend:0.7237636768791725",""
"핏감이 좋은 슬랙스 추천해주세요","recommend:0.9032025560522258",""
"간절기 남성 아우터","recommend:0.9542027347728574","generic_timing_weather:간절기,season:봄,product:코트"
"더보여줘","recommend:0.9061004783827735","user_answer:응"
"아니 다른 건 없어?","recommend:0.897272746168995","user_answer:아니,user_answer:아니"
"원피스 하나 사고 싶은데","recommend:0.9937492519101715","product:원피스"
"ㅇㅇ","greeting:1","user_answer:응"
"응","recommend:0.7067279765508437","user_answer:응"
"추천해줄만한거 있니?","recommend:0.6707736714274406",""
"면바지에 저렴한 걸로","generic_price_recommend:0.9746007911012975",""
"슬랙스를 판매하는 브랜드 추천해주세요","recommend:0.9818711391520536",""
"맥코트","recommend:0.7067279765508437",""
"5월에 결혼식에 입고 가려구","generic_celebrity_recommend:0.29541126012348556","location_attribute:웨딩"
"피코트","recommend:0.7067279765508437","product:코트"
"슬랙스","recommend:0.6610659286126016",""
"컬러는 어두운 색","recommend:0.8556618465648822",""
"바지","recommend:1","product:팬츠"
"코트","recommend:0.28728679569071436","product:코트"
"응 보여줘","recommend:0.9658874571056141","user_answer:응,user_answer:응"
"벚꽃놀이에 입고가면 좋은 코트 추천해줘","recommend:0.9905710832988315","onepiece_style:면,pants_style:면바지,product:코트"
"코트","recommend:0.28728679569071436","product:코트"
"블랙","recommend:0.707824551948749","generic_color:검정"
"다 보여줘봐","recommend:0.766958318180743","user_answer:응"
"봄","recommend:0.7452738006830832","season:봄"
"코트를 보여쥬","recommend:0.6029685727439728","product:코트"
"응","recommend:0.7067279765508437","user_answer:응"
"처음","start:1",""
"코트만 보여줘","recommend:0.9783514431714329","user_answer:응,product:코트"
"코트를 보여줘","recommend:0.9544340594738485","user_answer:응,product:코트"
"1 추천해줘","recommend:0.8861905407767984",""
"안녕","greeting:1",""
"안녕","greeting:1",""
"모해","recommend:0.7067279765508437",""
"검은색 코트","generic_celebrity_recommend:0.18814947657655975","generic_color:검정,product:코트"
"안보여","recommend:0.7105184436125964",""
"ㅠㅠ","recommend:0.7067279765508437",""
"처음","start:1",""
"ㅎㅎ","recommend:0.7067279765508437",""
"너는 왜 모르니 ㅠㅠ","chit_chat:0.20030703872185607",""
"허리가 날씬해 보이는","recommend:0.9995186401867917",""
"안녕","greeting:1",""
"인기 브랜드를 추천해주세요","query_product:0.9416312390961207",""
"지오다노","recommend:0.7159598819621548",""
"안녕","greeting:1",""
"아니요","recommend:0.5299189649797481","user_answer:아니"
"발목길이로 추천해주세요","recommend:0.9984948720639583",""
"처음","start:1",""
"아뇨","recommend:0.7067279765508437","user_answer:아니"
"핀턱은 싫어요","recommend:0.9742741894113497",""
"이제 그만","goodbye:0.8329683912463742","user_answer:아니"
"다른 원피스","recommend:0.3231281480765707","product:원피스"
"백화점 쉬는날이 언제죠","recommend:0.3562330284903218",""
"그래 더 보여줘 봐","signal_show:0.885753089836675","user_answer:응"
"폴로 셔츠 원피스","recommend:0.8352616201463624","onepiece_style:셔츠원피스,product:블라우스,product:원피스"
"청바지를 추천해주세요","recommend:0.97748290092012",""
"노턱팬츠로 추천해주세요","recommend:0.9930366165802089",""
"랄프로렌","recommend:0.7067279765508437",""
"아니요","recommend:0.5299189649797481","user_answer:아니"
"요즘 잘팔리는 미니스커트는 뭐에요","generic_trend_recommend:0.9141726888021233","length:미니,skirt_length:숏,product:스커트"
"네","recommend:0.6070613572700854","user_answer:응"
"네 고마워요","recommend:0.8227053877695955","user_answer:응"
"처음","start:1",""
"안녕","greeting:1",""
"청소기를 사고 싶어","recommend:0.9960465157404036",""
"재밌네요","recommend:0.9599884509457043",""
"프라다 원단으로 추천해주세요","recommend:0.8066996269057591",""
"어쩔수없지 치마를 사고싶어","recommend:0.9734743004702032","product:스커트"
"커플룩 추천해주세요","recommend:0.9740849177839032",""
"보여줘","signal_show:1","user_answer:응"
"아니","recommend:0.2739927142076795","user_answer:아니"
"색깔은 화사한거","recommend:0.7077673593404288",""
"화사","recommend:0.7067279765508437",""
"아니","recommend:0.2739927142076795","user_answer:아니"
"길이는 무릎정도","recommend:0.9008965522818583","skirt_length:미디엄"
"불그죽죽","recommend:0.7067279765508437",""
"이쁜것같아?","recommend:0.9082021605657478",""
"하운드투스 체크 바지 추천해주세요","recommend:0.9776102229911692","blouse_style:체크,product:팬츠"
"여름용으로","recommend:0.6550899108754037","season:여름"
"페블럼 스커트 추천해주세요","recommend:0.9846695838975404","product:스커트"
"노랑","recommend:0.7067279765508437","generic_color:노란색"
"ㅇㅋ","recommend:0.7067279765508437",""
"미디 기장으로","greeting:0.16407011640770336","length:미디엄,skirt_length:미디엄"
"오케이","recommend:0.7067279765508437",""
"응","recommend:0.7067279765508437","user_answer:응"
"미디엄말고 미디스커트","recommend:0.8490054299236172",""
"굿모닝","recommend:0.7067279765508437",""
"지컷매장이 어디에 있나요","store_query:0.6079590004644404",""
"다른거 보여줘","signal_show:0.9489231770565222","user_answer:응"
"처음","start:1",""
"톰보이 매장은 어디에 있죠","store_query:0.5836710320965753","brand:톰보이"
"바지 살래","recommend:0.626265515409076","product:팬츠"
"톰보이 이너요","recommend:0.5329489569127903","brand:톰보이"
"티셔츠","recommend:0.4405713700799887","product:티셔츠"
"포인트 들어간 스판덱스","recommend:0.9860411927888547",""
"톰보이","recommend:0.39674077553509424","brand:톰보이"
"원피스","recommend:1","product:원피스"
"아는게 뭐니","generic_trend_recommend:0.29605844492482125",""
"레드","recommend:0.7067279765508437","generic_color:빨강"
"하얀색","recommend:0.9058305943430817",""
"여름","recommend:1","season:여름"
"플레어","recommend:0.7105241941108826","basic_attribute:플레어,skirt_style:플레어 스커트"
"오나전","recommend:0.7067279765508437",""
"미디","recommend:0.24909309456914938","length:미디엄,skirt_length:미디엄"
"나시","recommend:0.8582752834941858",""
"민소매","recommend:0.4822351579773603","onepiece_style:민소매,tshirt_style:탑,blouse_style:민소매"
"레이스","recommend:0.7298187636319499","onepiece_style:레이스,blouse_style:레이스"
"오브제","recommend:0.6301435927535723",""
"그럭저럭","recommend:0.7067279765508437",""
"됐소","recommend:0.7067279765508437",""
"안녕","greeting:1",""
"핑크색 재킷이 필요해","recommend:0.9690686762338893","generic_color:분홍색,product:재킷"
"보여줘","signal_show:1","user_answer:응"
"처음","start:1",""
"처음","start:1",""
"처음","start:1",""
"에고이스트 꽃무늬원피스 보여줘","recommend:0.9923972114833394","user_answer:응,brand:에고이스트,basic_attribute:꽃무늬,product:원피스"
"보여줘","signal_show:1","user_answer:응"
"바지요","recommend:0.830355176621538","product:팬츠"
"빈폴","recommend:0.6909822854287238","brand:빈폴"
"베이지색","recommend:0.40740640517276394","generic_color:스킨톤"
"스키니진","recommend:1",""
"봄","recommend:0.7452738006830832","season:봄"
"안녕","greeting:1",""
"세일 기간은 언제까지야?","generic_price_recommend:0.6387768596636317",""
"안녕","greeting:1",""
"아 그럼 여성 비지니스 캐주얼 예쁜거","recommend:0.9907585492199111","generic_attribute:예쁜"
"오피스룩을 사고 싶어요","recommend:0.9992885523483709",""
"치마","recommend:0.6132568848012007","product:스커트"
"나들이 점퍼를 사고 싶어요","generic_location_recommend:0.5636380817808101","product:점퍼"
"케네스레이디","recommend:0.6877942955181595","brand:케네스레이디"
"네이비","greeting:0.17938087824936194",""
"응","recommend:0.7067279765508437","user_answer:응"
"네","recommend:0.6070613572700854","user_answer:응"
"다른거 보여주세요","signal_show:0.8236226654907144","user_answer:응"
"처음","start:1",""
"나중에 할께요","recommend:0.3409513202692494",""
"처음","start:1",""
"안녕","greeting:1",""
"슈즈 보고 싶어요","recommend:0.9655259273246106",""
"쉬폰 소재 원피스 찾습니다","recommend:0.9866089970635342","onepiece_style:쉬폰,basic_attribute:쉬폰,skirt_style:쉬폰,blouse_style:쉬폰,product:원피스"
"중저가 브랜드로 보여주시구 핑크색으로 부탁합니다","recommend:0.3787861912210483","generic_color:분홍색"
"봄","recommend:0.7452738006830832","season:봄"
"잇미샤, 살구색, 봄, 무릎 아래, 여성스러운 스타일","recommend:0.7187404733586402","brand:잇미샤,season:봄,skirt_length:미디엄"
"네~ 마음에 듭니다","recommend:0.43676807521305405","user_answer:응"
"처음","start:1",""
"안녕하세요?","greeting:1",""
